SKU,vCPUs,Memory_GB,Memory_Ratio,Version,MeterType,OSType,CPUType,Notes,Features,Meter,Product Name,centralus,eastus,eastus2
NC132dsxlRTX6kv6,132,,,v6,On Demand,Unspecified,,,,NC132dsxlRTX6kv6,Virtual Machines NCdsxlRTX6kv6,,6.38,6.38
NC132dsxlRTX6kv6,132,,,v6,On Demand,Windows,,,,NC132dsxlRTX6kv6,Virtual Machines NCdsxlRTX6kv6 Windows,,12.452,12.452
NC132dsxlRTX6kv6,132,,,v6,Spot,Unspecified,,,,NC132dsxlRTX6kv6 Spot,Virtual Machines NCdsxlRTX6kv6,,1.276,1.276
NC132dsxlRTX6kv6,132,,,v6,Spot,Windows,,,,NC132dsxlRTX6kv6 Spot,Virtual Machines NCdsxlRTX6kv6 Windows,,2.4904,2.4904
NC132ldsxlRTX6kv6,132,,,v6,On Demand,Unspecified,,,,NC132ldsxlRTX6kv6,Virtual Machines NCldsxlRTX6kv6,,5.5,5.5
NC132ldsxlRTX6kv6,132,,,v6,On Demand,Windows,,,,NC132ldsxlRTX6kv6,Virtual Machines NCldsxlRTX6kv6 Windows,,11.572,11.572
NC132ldsxlRTX6kv6,132,,,v6,Spot,Unspecified,,,,NC132ldsxlRTX6kv6 Spot,Virtual Machines NCldsxlRTX6kv6,,1.1,1.1
NC132ldsxlRTX6kv6,132,,,v6,Spot,Windows,,,,NC132ldsxlRTX6kv6 Spot,Virtual Machines NCldsxlRTX6kv6 Windows,,2.3144,2.3144
NC16dsxlRTX6Kv6,16,,,v6,On Demand,Unspecified,,,,NC16dsxlRTX6Kv6,Virtual Machines NCdsxlRTX6kv6,,0.18,0.18
NC16dsxlRTX6Kv6,16,,,v6,On Demand,Windows,,,,NC16dsxlRTX6Kv6,Virtual Machines NCdsxlRTX6kv6 Windows,,0.916,0.916
NC16dsxlRTX6Kv6,16,,,v6,Spot,Unspecified,,,,NC16dsxlRTX6Kv6 Spot,Virtual Machines NCdsxlRTX6kv6,,0.036,0.036
NC16dsxlRTX6Kv6,16,,,v6,Spot,Windows,,,,NC16dsxlRTX6Kv6 Spot,Virtual Machines NCdsxlRTX6kv6 Windows,,0.1832,0.1832
NC24ldsxlRTX6kv6,24,,,v6,On Demand,Unspecified,,,,NC24ldsxlRTX6kv6,Virtual Machines NCldsxlRTX6kv6,,1.13,1.13
NC24ldsxlRTX6kv6,24,,,v6,On Demand,Windows,,,,NC24ldsxlRTX6kv6,Virtual Machines NCldsxlRTX6kv6 Windows,,2.234,2.234
NC24ldsxlRTX6kv6,24,,,v6,Spot,Unspecified,,,,NC24ldsxlRTX6kv6 Spot,Virtual Machines NCldsxlRTX6kv6,,0.226,0.226
NC24ldsxlRTX6kv6,24,,,v6,Spot,Windows,,,,NC24ldsxlRTX6kv6 Spot,Virtual Machines NCldsxlRTX6kv6 Windows,,0.4468,0.4468
NC264dsxlRTX6kv6,264,,,v6,On Demand,Unspecified,,,,NC264dsxlRTX6kv6,Virtual Machines NCdsxlRTX6kv6,,12.76,12.76
NC264dsxlRTX6kv6,264,,,v6,On Demand,Windows,,,,NC264dsxlRTX6kv6,Virtual Machines NCdsxlRTX6kv6 Windows,,24.904,24.904
NC264dsxlRTX6kv6,264,,,v6,Spot,Unspecified,,,,NC264dsxlRTX6kv6 Spot,Virtual Machines NCdsxlRTX6kv6,,2.552,2.552
NC264dsxlRTX6kv6,264,,,v6,Spot,Windows,,,,NC264dsxlRTX6kv6 Spot,Virtual Machines NCdsxlRTX6kv6 Windows,,4.9808,4.9808
NC264ldsxlRTX6kv6,264,,,v6,On Demand,Unspecified,,,,NC264ldsxlRTX6kv6,Virtual Machines NCldsxlRTX6kv6,,11.0,11.0
NC264ldsxlRTX6kv6,264,,,v6,On Demand,Windows,,,,NC264ldsxlRTX6kv6,Virtual Machines NCldsxlRTX6kv6 Windows,,23.144,23.144
NC264ldsxlRTX6kv6,264,,,v6,Spot,Unspecified,,,,NC264ldsxlRTX6kv6 Spot,Virtual Machines NCldsxlRTX6kv6,,2.2,2.2
NC264ldsxlRTX6kv6,264,,,v6,Spot,Windows,,,,NC264ldsxlRTX6kv6 Spot,Virtual Machines NCldsxlRTX6kv6 Windows,,4.6288,4.6288
NC324dsxlRTX6kv6,324,,,v6,On Demand,Unspecified,,,,NC324dsxlRTX6kv6,Virtual Machines NCdsxlRTX6kv6,,16.588,16.588
NC324dsxlRTX6kv6,324,,,v6,On Demand,Windows,,,,NC324dsxlRTX6kv6,Virtual Machines NCdsxlRTX6kv6 Windows,,31.492,31.492
NC324dsxlRTX6kv6,324,,,v6,Spot,Unspecified,,,,NC324dsxlRTX6kv6 Spot,Virtual Machines NCdsxlRTX6kv6,,3.3176,3.3176
NC324dsxlRTX6kv6,324,,,v6,Spot,Windows,,,,NC324dsxlRTX6kv6 Spot,Virtual Machines NCdsxlRTX6kv6 Windows,,6.2984,6.2984
NC324ldsxlRTX6kv6,324,,,v6,On Demand,Unspecified,,,,NC324ldsxlRTX6kv6,Virtual Machines NCldsxlRTX6kv6,,14.3,14.3
NC324ldsxlRTX6kv6,324,,,v6,On Demand,Windows,,,,NC324ldsxlRTX6kv6,Virtual Machines NCldsxlRTX6kv6 Windows,,29.204,29.204
NC324ldsxlRTX6kv6,324,,,v6,Spot,Unspecified,,,,NC324ldsxlRTX6kv6 Spot,Virtual Machines NCldsxlRTX6kv6,,2.86,2.86
NC324ldsxlRTX6kv6,324,,,v6,Spot,Windows,,,,NC324ldsxlRTX6kv6 Spot,Virtual Machines NCldsxlRTX6kv6 Windows,,5.8408,5.8408
NC36dsxlRTX6kv6,36,,,v6,On Demand,Unspecified,,,,NC36dsxlRTX6kv6,Virtual Machines NCdsxlRTX6kv6,,1.442,1.442
NC36dsxlRTX6kv6,36,,,v6,On Demand,Windows,,,,NC36dsxlRTX6kv6,Virtual Machines NCdsxlRTX6kv6 Windows,,3.098,3.098
NC36dsxlRTX6kv6,36,,,v6,Spot,Unspecified,,,,NC36dsxlRTX6kv6 Spot,Virtual Machines NCdsxlRTX6kv6,,0.2884,0.2884
NC36dsxlRTX6kv6,36,,,v6,Spot,Windows,,,,NC36dsxlRTX6kv6 Spot,Virtual Machines NCdsxlRTX6kv6 Windows,,0.6196,0.6196
NC36ldsxlRTX6kv6,36,,,v6,On Demand,Unspecified,,,,NC36ldsxlRTX6kv6,Virtual Machines NCldsxlRTX6kv6,,1.243,1.243
NC36ldsxlRTX6kv6,36,,,v6,On Demand,Windows,,,,NC36ldsxlRTX6kv6,Virtual Machines NCldsxlRTX6kv6 Windows,,2.899,2.899
NC36ldsxlRTX6kv6,36,,,v6,Spot,Unspecified,,,,NC36ldsxlRTX6kv6 Spot,Virtual Machines NCldsxlRTX6kv6,,0.2486,0.2486
NC36ldsxlRTX6kv6,36,,,v6,Spot,Windows,,,,NC36ldsxlRTX6kv6 Spot,Virtual Machines NCldsxlRTX6kv6 Windows,,0.5798,0.5798
NC72dsxlRTX6kv6,72,,,v6,On Demand,Unspecified,,,,NC72dsxlRTX6kv6,Virtual Machines NCdsxlRTX6kv6,,2.83,2.83
NC72dsxlRTX6kv6,72,,,v6,On Demand,Windows,,,,NC72dsxlRTX6kv6,Virtual Machines NCdsxlRTX6kv6 Windows,,6.142,6.142
NC72dsxlRTX6kv6,72,,,v6,Spot,Unspecified,,,,NC72dsxlRTX6kv6 Spot,Virtual Machines NCdsxlRTX6kv6,,0.566,0.566
NC72dsxlRTX6kv6,72,,,v6,Spot,Windows,,,,NC72dsxlRTX6kv6 Spot,Virtual Machines NCdsxlRTX6kv6 Windows,,1.2284,1.2284
NC72ldsxlRTX6kv6,72,,,v6,On Demand,Unspecified,,,,NC72ldsxlRTX6kv6,Virtual Machines NCldsxlRTX6kv6,,2.44,2.44
NC72ldsxlRTX6kv6,72,,,v6,On Demand,Windows,,,,NC72ldsxlRTX6kv6,Virtual Machines NCldsxlRTX6kv6 Windows,,5.752,5.752
NC72ldsxlRTX6kv6,72,,,v6,Spot,Unspecified,,,,NC72ldsxlRTX6kv6 Spot,Virtual Machines NCldsxlRTX6kv6,,0.488,0.488
NC72ldsxlRTX6kv6,72,,,v6,Spot,Windows,,,,NC72ldsxlRTX6kv6 Spot,Virtual Machines NCldsxlRTX6kv6 Windows,,1.1504,1.1504
NC8dsxlRTX6Kv6,8,,,v6,On Demand,Unspecified,,,,NC8dsxlRTX6Kv6,Virtual Machines NCdsxlRTX6kv6,,0.0447,0.0447
NC8dsxlRTX6Kv6,8,,,v6,On Demand,Windows,,,,NC8dsxlRTX6Kv6,Virtual Machines NCdsxlRTX6kv6 Windows,,0.413,0.413
NC8dsxlRTX6Kv6,8,,,v6,Spot,Unspecified,,,,NC8dsxlRTX6Kv6 Spot,Virtual Machines NCdsxlRTX6kv6,,0.00894,0.00894
NC8dsxlRTX6Kv6,8,,,v6,Spot,Windows,,,,NC8dsxlRTX6Kv6 Spot,Virtual Machines NCdsxlRTX6kv6 Windows,,0.0826,0.0826
Standard_B12ms,12.0,48.0,1:4,,On Demand,Unspecified,Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8272CL (Cascade Lake) [x86-64] Intel Xeon 8171M (Skylake) [x86-64] Intel Xeon E5-2673 v4 (Broadwell) [x86-64] Intel Xeon E5-2673 v3 (Haswell) [x86-64],Burstable,,B12ms,Virtual Machines BS Series,0.599,0.499,0.499
Standard_B12ms,12.0,48.0,1:4,,On Demand,Windows,Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8272CL (Cascade Lake) [x86-64] Intel Xeon 8171M (Skylake) [x86-64] Intel Xeon E5-2673 v4 (Broadwell) [x86-64] Intel Xeon E5-2673 v3 (Haswell) [x86-64],Burstable,,B12ms,Virtual Machines BS Series Windows,0.647,0.547,0.547
Standard_B16ms,16.0,64.0,1:4,,On Demand,Unspecified,Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8272CL (Cascade Lake) [x86-64] Intel Xeon 8171M (Skylake) [x86-64] Intel Xeon E5-2673 v4 (Broadwell) [x86-64] Intel Xeon E5-2673 v3 (Haswell) [x86-64],Burstable,,B16ms,Virtual Machines BS Series,0.799,0.666,0.666
Standard_B16ms,16.0,64.0,1:4,,On Demand,Windows,Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8272CL (Cascade Lake) [x86-64] Intel Xeon 8171M (Skylake) [x86-64] Intel Xeon E5-2673 v4 (Broadwell) [x86-64] Intel Xeon E5-2673 v3 (Haswell) [x86-64],Burstable,,B16ms,Virtual Machines BS Series Windows,0.863,0.73,0.73
Standard_B1ls,1,,,,On Demand,Unspecified,Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8272CL (Cascade Lake) [x86-64] Intel Xeon 8171M (Skylake) [x86-64] Intel Xeon E5-2673 v4 (Broadwell) [x86-64] Intel Xeon E5-2673 v3 (Haswell) [x86-64],Burstable,,B1ls,Virtual Machines BS Series,0.00624,0.0052,0.0052
Standard_B1ls,1,,,,On Demand,Windows,Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8272CL (Cascade Lake) [x86-64] Intel Xeon 8171M (Skylake) [x86-64] Intel Xeon E5-2673 v4 (Broadwell) [x86-64] Intel Xeon E5-2673 v3 (Haswell) [x86-64],Burstable,,B1ls,Virtual Machines BS Series Windows,0.0108,0.0092,0.0098
Standard_B1ms,1.0,2.0,1:2,,On Demand,Unspecified,Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8272CL (Cascade Lake) [x86-64] Intel Xeon 8171M (Skylake) [x86-64] Intel Xeon E5-2673 v4 (Broadwell) [x86-64] Intel Xeon E5-2673 v3 (Haswell) [x86-64],Burstable,,B1ms,Virtual Machines BS Series,0.025,0.0207,0.0208
Standard_B1ms,1.0,2.0,1:2,,On Demand,Windows,Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8272CL (Cascade Lake) [x86-64] Intel Xeon 8171M (Skylake) [x86-64] Intel Xeon E5-2673 v4 (Broadwell) [x86-64] Intel Xeon E5-2673 v3 (Haswell) [x86-64],Burstable,,B1ms,Virtual Machines BS Series Windows,0.029,0.0246,0.0246
Standard_B1s,1.0,1.0,1:1,,On Demand,Unspecified,Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8272CL (Cascade Lake) [x86-64] Intel Xeon 8171M (Skylake) [x86-64] Intel Xeon E5-2673 v4 (Broadwell) [x86-64] Intel Xeon E5-2673 v3 (Haswell) [x86-64],Burstable,,B1s,Virtual Machines BS Series,0.0125,0.0104,0.0104
Standard_B1s,1.0,1.0,1:1,,On Demand,Windows,Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8272CL (Cascade Lake) [x86-64] Intel Xeon 8171M (Skylake) [x86-64] Intel Xeon E5-2673 v4 (Broadwell) [x86-64] Intel Xeon E5-2673 v3 (Haswell) [x86-64],Burstable,,B1s,Virtual Machines BS Series Windows,0.0165,0.014,0.014
Standard_B20ms,20.0,80.0,1:4,,On Demand,Unspecified,Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8272CL (Cascade Lake) [x86-64] Intel Xeon 8171M (Skylake) [x86-64] Intel Xeon E5-2673 v4 (Broadwell) [x86-64] Intel Xeon E5-2673 v3 (Haswell) [x86-64],Burstable,,B20ms,Virtual Machines BS Series,0.998,0.832,0.832
Standard_B20ms,20.0,80.0,1:4,,On Demand,Windows,Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8272CL (Cascade Lake) [x86-64] Intel Xeon 8171M (Skylake) [x86-64] Intel Xeon E5-2673 v4 (Broadwell) [x86-64] Intel Xeon E5-2673 v3 (Haswell) [x86-64],Burstable,,B20ms,Virtual Machines BS Series Windows,1.078,0.912,0.912
Standard_B2ms,2.0,8.0,1:4,,On Demand,Unspecified,Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8272CL (Cascade Lake) [x86-64] Intel Xeon 8171M (Skylake) [x86-64] Intel Xeon E5-2673 v4 (Broadwell) [x86-64] Intel Xeon E5-2673 v3 (Haswell) [x86-64],Burstable,,B2ms,Virtual Machines BS Series,0.0998,0.0832,0.0832
Standard_B2ms,2.0,8.0,1:4,,On Demand,Windows,Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8272CL (Cascade Lake) [x86-64] Intel Xeon 8171M (Skylake) [x86-64] Intel Xeon E5-2673 v4 (Broadwell) [x86-64] Intel Xeon E5-2673 v3 (Haswell) [x86-64],Burstable,,B2ms,Virtual Machines BS Series Windows,0.108,0.0912,0.0912
Standard_B2s,2.0,4.0,1:2,,On Demand,Unspecified,Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8272CL (Cascade Lake) [x86-64] Intel Xeon 8171M (Skylake) [x86-64] Intel Xeon E5-2673 v4 (Broadwell) [x86-64] Intel Xeon E5-2673 v3 (Haswell) [x86-64],Burstable,,B2s,Virtual Machines BS Series,0.0499,0.0416,0.0416
Standard_B2s,2.0,4.0,1:2,,On Demand,Windows,Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8272CL (Cascade Lake) [x86-64] Intel Xeon 8171M (Skylake) [x86-64] Intel Xeon E5-2673 v4 (Broadwell) [x86-64] Intel Xeon E5-2673 v3 (Haswell) [x86-64],Burstable,,B2s,Virtual Machines BS Series Windows,0.0579,0.0496,0.0496
Standard_B4ms,4.0,16.0,1:4,,On Demand,Unspecified,Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8272CL (Cascade Lake) [x86-64] Intel Xeon 8171M (Skylake) [x86-64] Intel Xeon E5-2673 v4 (Broadwell) [x86-64] Intel Xeon E5-2673 v3 (Haswell) [x86-64],Burstable,,B4ms,Virtual Machines BS Series,0.2,0.166,0.166
Standard_B4ms,4.0,16.0,1:4,,On Demand,Windows,Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8272CL (Cascade Lake) [x86-64] Intel Xeon 8171M (Skylake) [x86-64] Intel Xeon E5-2673 v4 (Broadwell) [x86-64] Intel Xeon E5-2673 v3 (Haswell) [x86-64],Burstable,,B4ms,Virtual Machines BS Series Windows,0.216,0.182,0.182
Standard_B8ms,8.0,32.0,1:4,,On Demand,Unspecified,Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8272CL (Cascade Lake) [x86-64] Intel Xeon 8171M (Skylake) [x86-64] Intel Xeon E5-2673 v4 (Broadwell) [x86-64] Intel Xeon E5-2673 v3 (Haswell) [x86-64],Burstable,,B8ms,Virtual Machines BS Series,0.399,0.333,0.333
Standard_B8ms,8.0,32.0,1:4,,On Demand,Windows,Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8272CL (Cascade Lake) [x86-64] Intel Xeon 8171M (Skylake) [x86-64] Intel Xeon E5-2673 v4 (Broadwell) [x86-64] Intel Xeon E5-2673 v3 (Haswell) [x86-64],Burstable,,B8ms,Virtual Machines BS Series Windows,0.431,0.365,0.365
Standard_D1,1,,,,On Demand,Unspecified,,,,D1/DS1,Virtual Machines D Series,0.077,0.077,0.067
Standard_D1,1,,,,On Demand,Windows,,,,D1/DS1,Virtual Machines D Series Windows,0.14,0.14,0.13
Standard_D1,1,,,,Low Priority,Unspecified,,,,D1/DS1 Low Priority,Virtual Machines D Series,0.015,0.015,0.013
Standard_D1,1,,,,Low Priority,Windows,,,,D1/DS1 Low Priority,Virtual Machines D Series Windows,0.056,0.056,0.052
Standard_D1,1,,,,Spot,Unspecified,,,,D1/DS1 Spot,Virtual Machines D Series,0.01329,0.014799,0.037473
Standard_D1,1,,,,Spot,Windows,,,,D1/DS1 Spot,Virtual Machines D Series Windows,0.024178,0.02695,0.072709
Standard_D11,11,,,,On Demand,Unspecified,,,,D11/DS11,Virtual Machines D Series,0.193,0.193,0.173
Standard_D11,11,,,,On Demand,Windows,,,,D11/DS11,Virtual Machines D Series Windows,0.264,0.264,0.243
Standard_D11,11,,,,Low Priority,Unspecified,,,,D11/DS11 Low Priority,Virtual Machines D Series,0.0386,0.0386,0.0347
Standard_D11,11,,,,Low Priority,Windows,,,,D11/DS11 Low Priority,Virtual Machines D Series Windows,0.106,0.106,0.097
Standard_D11,11,,,,Spot,Unspecified,,,,D11/DS11 Spot,Virtual Machines D Series,0.033312,0.037095,0.096759
Standard_D11,11,,,,Spot,Windows,,,,D11/DS11 Spot,Virtual Machines D Series Windows,0.045593,0.05082,0.13591
Standard_D12,12,,,,On Demand,Unspecified,,,,D12/DS12,Virtual Machines D Series,0.386,0.386,0.347
Standard_D12,12,,,,On Demand,Windows,,,,D12/DS12,Virtual Machines D Series Windows,0.528,0.528,0.486
Standard_D12,12,,,,Low Priority,Unspecified,,,,D12/DS12 Low Priority,Virtual Machines D Series,0.0771,0.077,0.069
Standard_D12,12,,,,Low Priority,Windows,,,,D12/DS12 Low Priority,Virtual Machines D Series Windows,0.211,0.211,0.194
Standard_D12,12,,,,Spot,Unspecified,,,,D12/DS12 Spot,Virtual Machines D Series,0.066624,0.074189,0.194077
Standard_D12,12,,,,Spot,Windows,,,,D12/DS12 Spot,Virtual Machines D Series Windows,0.091186,0.10164,0.27182
Standard_D128ads_v7,128.0,512.0,1:4,v7,On Demand,Unspecified,AMD EPYC 9005 (Turin) [x86-64],,AMD processor; Local temp disk; Premium storage capable; Accelerator: v7,D128ads v7,Virtual Machines Dadsv7 Series,7.296,7.296,7.296
Standard_D128ads_v7,128.0,512.0,1:4,v7,On Demand,Windows,AMD EPYC 9005 (Turin) [x86-64],,AMD processor; Local temp disk; Premium storage capable; Accelerator: v7,D128ads v7,Virtual Machines Dadsv7 Series Windows,13.184,13.184,13.184
Standard_D128ads_v7,128.0,512.0,1:4,v7,On Demand,Unspecified,AMD EPYC 9005 (Turin) [x86-64],,AMD processor; Local temp disk; Premium storage capable; Accelerator: v7,D128ads v7,Virtual Machines Dadsv7 Series v8,639120.0,639120.0,639120.0
Standard_D128ads_v7,128.0,512.0,1:4,v7,Spot,Unspecified,AMD EPYC 9005 (Turin) [x86-64],,AMD processor; Local temp disk; Premium storage capable; Accelerator: v7,D128ads v7 Spot,Virtual Machines Dadsv7 Series,1.346112,1.368,1.348301
Standard_D128ads_v7,128.0,512.0,1:4,v7,Spot,Windows,AMD EPYC 9005 (Turin) [x86-64],,AMD processor; Local temp disk; Premium storage capable; Accelerator: v7,D128ads v7 Spot,Virtual Machines Dadsv7 Series Windows,2.433766,2.478592,2.436403
Standard_D128alds_v7,128.0,256.0,1:2,v7,On Demand,Unspecified,AMD EPYC 9005 (Turin) [x86-64],,AMD processor; Low memory; Local temp disk; Premium storage capable; Accelerator: v7,D128alds v7,Virtual Machines Daldsv7 Series,6.093,6.093,6.093
Standard_D128alds_v7,128.0,256.0,1:2,v7,On Demand,Windows,AMD EPYC 9005 (Turin) [x86-64],,AMD processor; Low memory; Local temp disk; Premium storage capable; Accelerator: v7,D128alds v7,Virtual Machines Daldsv7 Series Windows,11.981,11.981,11.981
Standard_D128alds_v7,128.0,256.0,1:2,v7,On Demand,Unspecified,AMD EPYC 9005 (Turin) [x86-64],,AMD processor; Low memory; Local temp disk; Premium storage capable; Accelerator: v7,D128alds v7,Virtual Machines Daldsv7 Series v8,533760.0,533760.0,533760.0
Standard_D128alds_v7,128.0,256.0,1:2,v7,Spot,Unspecified,AMD EPYC 9005 (Turin) [x86-64],,AMD processor; Low memory; Local temp disk; Premium storage capable; Accelerator: v7,D128alds v7 Spot,Virtual Machines Daldsv7 Series,1.124158,1.142438,1.125986
Standard_D128alds_v7,128.0,256.0,1:2,v7,Spot,Windows,AMD EPYC 9005 (Turin) [x86-64],,AMD processor; Low memory; Local temp disk; Premium storage capable; Accelerator: v7,D128alds v7 Spot,Virtual Machines Daldsv7 Series Windows,2.211693,2.252428,2.214089
Standard_D128als_v7,128.0,256.0,1:2,v7,On Demand,Unspecified,AMD EPYC 9005 (Turin) [x86-64],,AMD processor; Low memory; Premium storage capable; Accelerator: v7,D128als v7,Virtual Machines Dalsv7 Series,5.146,5.146,5.146
Standard_D128als_v7,128.0,256.0,1:2,v7,On Demand,Windows,AMD EPYC 9005 (Turin) [x86-64],,AMD processor; Low memory; Premium storage capable; Accelerator: v7,D128als v7,Virtual Machines Dalsv7 Series Windows,11.034,11.034,11.034
Standard_D128als_v7,128.0,256.0,1:2,v7,On Demand,Unspecified,AMD EPYC 9005 (Turin) [x86-64],,AMD processor; Low memory; Premium storage capable; Accelerator: v7,D128als v7,Virtual Machines Dalsv7 Series v8,450840.0,450840.0,450840.0
Standard_D128als_v7,128.0,256.0,1:2,v7,Spot,Unspecified,AMD EPYC 9005 (Turin) [x86-64],,AMD processor; Low memory; Premium storage capable; Accelerator: v7,D128als v7 Spot,Virtual Machines Dalsv7 Series,0.949437,0.964875,0.950981
Standard_D128als_v7,128.0,256.0,1:2,v7,Spot,Windows,AMD EPYC 9005 (Turin) [x86-64],,AMD processor; Low memory; Premium storage capable; Accelerator: v7,D128als v7 Spot,Virtual Machines Dalsv7 Series Windows,2.036876,2.074392,2.039083
Standard_D128as_v7,128.0,512.0,1:4,v7,On Demand,Unspecified,AMD EPYC 9005 (Turin) [x86-64],,AMD processor; Premium storage capable; Accelerator: v7,D128as v7,Virtual Machines Dasv7 Series,5.811,5.811,5.811
Standard_D128as_v7,128.0,512.0,1:4,v7,On Demand,Windows,AMD EPYC 9005 (Turin) [x86-64],,AMD processor; Premium storage capable; Accelerator: v7,D128as v7,Virtual Machines Dasv7 Series Windows,11.699,11.699,11.699
Standard_D128as_v7,128.0,512.0,1:4,v7,On Demand,Unspecified,AMD EPYC 9005 (Turin) [x86-64],,AMD processor; Premium storage capable; Accelerator: v7,D128as v7,Virtual Machines Dasv7 Series v8,509040.0,509040.0,509040.0
Standard_D128as_v7,128.0,512.0,1:4,v7,Spot,Unspecified,AMD EPYC 9005 (Turin) [x86-64],,AMD processor; Premium storage capable; Accelerator: v7,D128as v7 Spot,Virtual Machines Dasv7 Series,1.07213,1.089562,1.073873
Standard_D128as_v7,128.0,512.0,1:4,v7,Spot,Windows,AMD EPYC 9005 (Turin) [x86-64],,AMD processor; Premium storage capable; Accelerator: v7,D128as v7 Spot,Virtual Machines Dasv7 Series Windows,2.159635,2.199412,2.161975
Standard_D128ds_v6,128.0,512.0,1:4,v6,On Demand,Unspecified,Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],,Local temp disk; Premium storage capable,D128ds v6,Virtual Machines Ddsv6 Series,9.01,7.973,7.973
Standard_D128ds_v6,128.0,512.0,1:4,v6,On Demand,Windows,Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],,Local temp disk; Premium storage capable,D128ds v6,Virtual Machines Ddsv6 Series Windows,14.898,13.861,13.861
Standard_D128ds_v6,128.0,512.0,1:4,v6,On Demand,Unspecified,Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],,Local temp disk; Premium storage capable,D128ds v6,Virtual Machines Ddsv6 Series v8,789240.0,698400.0,698400.0
Standard_D128ds_v6,128.0,512.0,1:4,v6,Spot,Unspecified,Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],,Local temp disk; Premium storage capable,D128ds v6 Spot,Virtual Machines Ddsv6 Series,1.665048,1.848939,1.47341
Standard_D128ds_v6,128.0,512.0,1:4,v6,Spot,Windows,Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],,Local temp disk; Premium storage capable,D128ds v6 Spot,Virtual Machines Ddsv6 Series Windows,2.796355,3.389014,2.561513
Standard_D128ds_v7,128.0,512.0,1:4,v7,On Demand,Linux,Intel Xeon 6 6973PC (Granite Rapids) [x86-64],,Local temp disk; Premium storage capable; Accelerator: v7,Standard_D128ds_v7,Virtual Machines Ddsv7-series Linux,10.024,10.442,10.442
Standard_D128ds_v7,128.0,512.0,1:4,v7,On Demand,Windows,Intel Xeon 6 6973PC (Granite Rapids) [x86-64],,Local temp disk; Premium storage capable; Accelerator: v7,Standard_D128ds_v7,Virtual Machines Ddsv7-series Windows,15.912,16.33,16.33
Standard_D128ds_v7,128.0,512.0,1:4,v7,Spot,Linux,Intel Xeon 6 6973PC (Granite Rapids) [x86-64],,Local temp disk; Premium storage capable; Accelerator: v7,Standard_D128ds_v7 Spot,Virtual Machines Ddsv7-series Linux,1.852435,2.0884,1.929682
Standard_D128ds_v7,128.0,512.0,1:4,v7,Spot,Windows,Intel Xeon 6 6973PC (Granite Rapids) [x86-64],,Local temp disk; Premium storage capable; Accelerator: v7,Standard_D128ds_v7 Spot,Virtual Machines Ddsv7-series Windows,2.940538,3.266,3.017784
Standard_D128lds_v6,128.0,256.0,1:2,v6,On Demand,Unspecified,Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],,Low memory; Local temp disk; Premium storage capable,D128lds v6,Virtual Machines Dldsv6 Series,7.978,7.06,7.06
Standard_D128lds_v6,128.0,256.0,1:2,v6,On Demand,Windows,Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],,Low memory; Local temp disk; Premium storage capable,D128lds v6,Virtual Machines Dldsv6 Series Windows,13.866,12.948,12.948
Standard_D128lds_v6,128.0,256.0,1:2,v6,On Demand,Unspecified,Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],,Low memory; Local temp disk; Premium storage capable,D128lds v6,Virtual Machines Dldsv6 Series v8,309240.0,618480.0,309240.0
